timestamp;buyer;seller;symbol;currency;price;quantity
200;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5006.0;4
500;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5001.0;4
600;SUBMISSION;BOT;TOMATOES;XIRECS;4997.0;10
1900;BOT;SUBMISSION;TOMATOES;XIRECS;5003.0;5
2500;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
5800;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
5900;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
9700;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4995.0;4
10100;SUBMISSION;BOT;TOMATOES;XIRECS;5000.0;9
10700;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4997.0;3
10900;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5011.0;2
11100;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4998.0;5
15000;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
16300;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
16800;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5011.0;4
16900;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4998.0;5
19900;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5003.0;4
20200;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;4
20900;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;4
21500;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5019.0;3
22700;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;7
28100;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5021.0;2
28500;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;5
29200;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5011.0;2
32500;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5019.0;2
33700;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5015.0;3
35600;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5014.0;2
35700;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
37200;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
39200;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
39900;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
40400;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;4
43400;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5013.0;3
43700;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5013.0;4
44900;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5013.0;3
45000;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5001.0;3
45300;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5001.0;5
47400;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5015.0;4
48900;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5008.0;3
48900;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5014.0;2
49400;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5013.0;2
49700;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5002.0;4
49800;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5002.0;4
52600;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
52800;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5016.0;5
55200;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5004.0;3
56900;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;4
57700;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5018.0;5
62600;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5017.0;5
63100;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
63500;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
63900;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
66000;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;6
68200;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
68900;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
69200;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5006.0;3
70500;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
71900;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;6
75000;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5015.0;2
75400;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5004.0;3
77600;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5017.0;4
77800;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;5
79000;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5006.0;5
80700;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5003.0;2
81000;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5017.0;3
83700;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5005.0;4
84000;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5018.0;3
84600;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
84900;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5002.0;5
85200;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
87600;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5005.0;5
90800;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5001.0;2
90900;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;6
91500;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5000.0;2
92100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
93900;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5011.0;4
96700;BOT;SUBMISSION;TOMATOES;XIRECS;5005.0;8
98600;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5001.0;4
100600;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5011.0;5
102600;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4997.0;2
106500;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;8
106800;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
106900;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5006.0;6
108100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
110800;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
111900;BOT;SUBMISSION;TOMATOES;XIRECS;4999.0;9
112200;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5004.0;4
112600;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5005.0;3
115700;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5002.0;4
119300;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4985.0;3
120500;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5001.0;5
122400;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4990.0;4
126400;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
126600;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;3
127900;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4996.0;3
130100;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5000.0;3
130200;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5000.0;2
130600;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5014.0;2
135000;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5006.0;4
136100;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;4
