timestamp;buyer;seller;symbol;currency;price;quantity
1200;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;7
2000;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
3700;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5000.0;4
7700;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;5
8000;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
8600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4993.0;3
12900;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4995.0;3
13800;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4993.0;2
14500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5004.0;3
14600;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4993.0;3
15300;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4996.0;3
18600;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5009.0;4
22800;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4997.0;2
24800;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4998.0;3
27500;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
27900;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5004.0;4
28700;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4995.0;5
29100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
32000;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
32600;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5004.0;5
33800;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;7
34400;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4990.0;5
34500;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4991.0;4
36700;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4990.0;5
38100;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5001.0;4
39600;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
40400;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4988.0;3
42500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4992.0;3
42600;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4990.0;5
45000;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4996.0;4
45300;SUBMISSION;BOT;TOMATOES;XIRECS;5000.0;6
47800;SUBMISSION;BOT;TOMATOES;XIRECS;5001.0;12
48000;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5006.0;4
50200;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5004.0;2
51300;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;8
54100;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4993.0;3
54200;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4994.0;4
