timestamp;buyer;seller;symbol;currency;price;quantity
600;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
900;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5000.0;4
6200;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5017.0;4
9900;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;7
10500;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5005.0;4
11000;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
12000;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5004.0;3
12500;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;5004.0;5
12600;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5017.0;3
21300;SUBMISSION;BOT;TOMATOES;XIRECS;4993.0;6
21600;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
22500;SUBMISSION;BOT;TOMATOES;XIRECS;4991.0;10
23700;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;4996.0;3
26500;SUBMISSION;BOT;TOMATOES;XIRECS;4982.0;5
26700;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
27300;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;4988.0;3
28700;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
29500;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4976.0;5
29700;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
30500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;4987.0;3
31700;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;4985.0;2
34600;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;4985.0;2
36900;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;4983.0;5
39000;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;4980.0;5
40600;SUBMISSION;BOT;TOMATOES;XIRECS;4973.0;10
41100;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4967.0;5
42800;SUBMISSION;BOT;TOMATOES;XIRECS;4972.0;8
42900;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4967.0;4
46500;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
47700;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4967.0;5
49400;BOT;SUBMISSION;TOMATOES;XIRECS;4973.0;8
49500;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;4977.0;3
54200;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;4979.0;4
60200;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
63500;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;4983.0;2
63900;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4969.0;3
67300;SUBMISSION;BOT;TOMATOES;XIRECS;4974.0;8
67800;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4969.0;2
68300;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4969.0;5
68900;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;5
74100;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4970.0;4
74400;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;4983.0;5
75800;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;3
80700;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;4983.0;5
83300;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4969.0;4
83700;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
84800;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4970.0;2
84900;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;5
