timestamp;buyer;seller;symbol;currency;price;quantity
700;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5011.0;3
2200;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4998.0;3
6600;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4998.0;2
9200;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5011.0;5
10100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
10100;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4999.0;3
10400;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4999.0;2
16400;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4995.0;3
16700;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5010.0;2
17600;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5011.0;5
17800;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
17900;BOT;SUBMISSION;TOMATOES;XIRECS;5007.0;11
21600;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;7
22800;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;3
23100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;4
23500;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;4999.0;3
27500;BOT_MAKER;BOT_TAKER;TOMATOES;XIRECS;4997.0;3
27800;SUBMISSION;BOT_TAKER;TOMATOES;XIRECS;5000.0;2
28100;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;7
28100;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5010.0;2
29200;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;8
32300;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;7
32600;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5007.0;2
35000;BOT_TAKER;SUBMISSION;EMERALDS;XIRECS;10007.0;5
36400;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5009.0;3
37400;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;5
44600;SUBMISSION;BOT_TAKER;EMERALDS;XIRECS;9993.0;6
45600;SUBMISSION;BOT;TOMATOES;XIRECS;5007.0;9
46600;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5014.0;3
48600;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5012.0;2
49700;BOT_TAKER;BOT_MAKER;TOMATOES;XIRECS;5008.0;4
49700;BOT_TAKER;SUBMISSION;TOMATOES;XIRECS;5010.0;1
